products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms,native_input_pending
100000,9,Rows,263.044,377061376,87722728,661,34,42,36,3519,3189,126,0.222,223,500,0,59.145,107.246,1
100000,9,Rows,263.257,377204736,84903664,661,36,42,36,3522,3192,127,0.194,223,500,0,59.818,149.390,1
100000,9,Rows,263.409,377593856,88185772,661,38,42,36,3523,3193,127,0.197,223,500,0,36.726,111.654,1
100000,9,Grid,263.721,377913344,84912136,661,42,42,36,3528,3198,128,0.206,222,500,0,148.294,145.998,1
100000,9,Grid,263.910,378019840,85876072,661,44,42,36,3530,3200,128,0.204,222,500,0,64.195,121.939,1
100000,9,Grid,264.066,378609664,88505356,661,46,42,36,3531,3201,128,0.201,221,500,0,37.229,115.774,1
100000,9,Grid,264.271,377982976,84931032,661,28,42,36,3534,3204,129,0.229,221,500,0,58.149,142.579,1
100000,9,Grid,264.456,377442304,86045356,661,30,42,36,3536,3206,129,0.209,221,500,0,61.305,121.109,1
100000,9,Grid,264.609,378322944,88602116,661,32,42,36,3537,3207,129,0.202,221,500,0,37.235,112.421,1
100000,9,Grid,264.815,377991168,84925260,661,34,42,36,3540,3210,130,0.217,221,500,0,58.808,142.918,1
100000,9,Grid,265.003,378609664,86302700,661,36,42,36,3542,3212,130,0.206,221,500,0,65.273,119.679,1
100000,9,Grid,265.186,379113472,84914836,661,38,42,36,3544,3214,131,0.210,221,500,0,39.315,140.777,1
100000,9,Grid,265.362,379011072,88058584,661,40,42,36,3546,3216,131,0.205,221,500,0,65.985,106.327,1
100000,9,before_idle,266.758,395833344,83539576,703,32,45,37,3563,3233,133,0.095,247,500,0,0.000,0.000,1
100000,9,after_idle,286.803,375767040,85811208,701,26,43,35,3808,3478,133,0.130,237,500,0,0.000,0.000,1
100000,10,Rows,289.093,385589248,142984044,673,27,43,38,3839,3506,136,0.289,1274,500,0,91.231,224.260,1
100000,10,Rows,289.251,387342336,129647512,673,28,43,38,3840,3507,136,0.240,1072,500,0,8.528,142.563,1
100000,10,Rows,291.381,387633152,87539324,667,30,43,37,3857,3519,138,0.212,253,500,0,1955.797,168.251,1
100000,10,Rows,291.597,388022272,88379412,668,29,43,38,3859,3521,138,0.324,246,500,0,72.615,139.733,1
100000,10,Rows,291.749,388845568,90860784,668,30,43,38,3860,3522,138,0.223,246,500,0,36.527,112.330,1
100000,10,Rows,291.967,387842048,87539852,668,32,43,38,3863,3525,139,0.251,246,500,0,64.887,150.107,1
100000,10,Rows,292.121,388251648,90732028,668,34,43,38,3864,3526,139,0.232,246,500,0,38.267,109.965,1
100000,10,Rows,292.329,387534848,87528948,668,36,43,38,3867,3528,140,0.242,246,500,0,59.481,143.565,1
100000,10,Rows,292.509,387887104,88614276,668,38,43,38,3869,3530,140,0.225,246,500,0,60.139,116.266,1
100000,10,Rows,292.659,388317184,91001284,668,40,43,38,3870,3531,140,0.234,246,500,0,38.117,108.902,1
100000,10,Grid,292.967,387731456,87527708,668,44,43,38,3875,3534,141,0.238,245,500,0,147.120,141.676,1
100000,10,Grid,293.159,388161536,88232176,668,46,43,38,3877,3536,141,0.208,245,500,0,65.979,120.115,1
100000,10,Grid,293.313,388837376,90883096,668,28,43,38,3878,3537,141,0.222,244,500,0,36.622,114.975,1
100000,10,Grid,293.524,387915776,87542380,668,30,43,38,3881,3540,142,0.209,244,500,0,58.064,148.919,1
